charter,legacy,loadout,policy,runs,complete,partial,pyrrhic,failure,extinction,mean_score,mean_objective,min_credits,min_food,min_fuel,min_parts,min_hull,min_life,min_morale,min_unity,mean_population_loss,total_faction_losses,crisis_decisions,generational_decisions,milestone_decisions,legacy_decisions,delegated,dilemmas,forced_returns,repairs,training,trades,emergency_purchases,mean_net_credits,mean_renown,mean_simulated_years,departure_subsystems,homecoming_subsystems
founding_colony,wanderers,starter,objective-first,50,14,36,0,0,0,0.8642,1.0000,9405,11333,0.0000,17,0.4450,0.4490,0.5960,0.5237,570.12,0,4301,3422,2751,3687,714,553,0,734,704,0,0,48310.04,86.40,451.02,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.48/0.45;education_culture:1.00/0.82;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.33;medical_bay:1.00/0.52;security:0.37/0.00"
hearthfall_accord,adaptors,cargo,conservative,50,41,9,0,0,0,0.9287,1.0000,3420,9725,0.3822,0,0.5369,0.6390,0.4840,0.5577,404.74,0,3801,3659,3024,0,4101,597,0,2408,1714,0,0,31654.24,92.78,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.73/0.48;education_culture:1.00/0.85;engineering_bay:0.67/0.35;life_support_habitat:1.00/0.58;medical_bay:1.00/0.24;security:0.06/0.00"
hearthfall_accord,adaptors,cargo,first-choice,50,24,26,0,0,0,0.8966,1.0000,1141,10,0.1680,0,0.3649,0.4465,0.5468,0.4860,539.68,97,4373,3542,2250,3893,812,617,0,868,1040,17,17,31252.08,89.64,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.45/0.46;education_culture:0.27/0.00;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.44;medical_bay:0.39/0.00;security:0.16/0.00"
hearthfall_accord,adaptors,cargo,objective-first,50,45,5,0,0,0,0.9619,1.0000,3420,6886,0.3698,5,0.4469,0.4490,0.5022,0.4286,230.78,0,4483,3568,2915,3698,684,577,0,309,0,0,0,51385.04,96.20,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.00;education_culture:1.00/0.90;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.33;medical_bay:1.00/0.54;security:0.28/0.00"
hearthfall_accord,adaptors,combat,conservative,50,41,9,0,0,0,0.9325,1.0000,2420,9613,0.3822,0,0.5327,0.6230,0.5978,0.5577,389.20,0,3751,3683,3002,0,4064,596,0,2375,1661,0,0,31621.04,93.22,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.71/0.55;education_culture:1.00/0.90;engineering_bay:0.24/0.35;life_support_habitat:1.00/0.48;medical_bay:1.00/0.37;security:0.02/0.00"
hearthfall_accord,adaptors,combat,first-choice,50,20,30,0,0,0,0.8926,1.0000,114,0,0.1680,0,0.2513,0.4490,0.5290,0.4860,553.04,96,4403,3628,2254,3853,819,625,0,812,917,20,20,31335.10,89.30,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.46/0.51;education_culture:0.27/0.00;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.44;medical_bay:0.39/0.00;security:0.16/0.00"
hearthfall_accord,adaptors,combat,objective-first,50,45,5,0,0,0,0.9608,1.0000,2420,6886,0.3698,9,0.4469,0.4490,0.5022,0.4286,233.12,0,4494,3569,2920,3687,686,577,0,304,0,0,0,50262.04,96.10,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.00;education_culture:1.00/0.90;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.33;medical_bay:1.00/0.54;security:0.28/0.00"
hearthfall_accord,adaptors,fuel,conservative,50,45,5,0,0,0,0.9372,1.0000,6660,10524,0.8517,0,0.5090,0.6400,0.5978,0.5577,367.86,0,3758,3603,2994,0,4166,582,0,2332,1836,0,0,31552.64,93.68,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.74/0.58;education_culture:1.00/0.85;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.53;medical_bay:1.00/0.24;security:0.26/0.00"
hearthfall_accord,adaptors,fuel,first-choice,50,22,28,0,0,0,0.8924,1.0000,109,0,0.8500,0,0.3340,0.4300,0.2656,0.3875,554.34,97,4361,3613,2134,3907,856,617,0,841,1125,10,10,31018.28,89.20,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.46/0.33;education_culture:0.42/0.09;engineering_bay:0.36/0.13;life_support_habitat:1.00/0.49;medical_bay:0.15/0.00;security:0.48/0.30"
hearthfall_accord,adaptors,fuel,objective-first,50,46,4,0,0,0,0.9655,1.0000,6660,7628,0.8593,9,0.4469,0.4490,0.5470,0.4016,216.04,0,4494,3498,2866,3707,677,597,0,324,0,0,0,52367.64,96.52,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.00;education_culture:1.00/0.85;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.33;medical_bay:1.00/0.57;security:0.28/0.00"
hearthfall_accord,adaptors,speed,conservative,50,44,6,0,0,0,0.9364,1.0000,3950,10124,0.3822,0,0.5720,0.5675,0.5978,0.5265,371.10,0,3690,3705,3047,0,4189,580,0,2589,2400,0,0,31686.44,93.54,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.73/0.48;education_culture:1.00/0.90;engineering_bay:0.29/0.15;life_support_habitat:1.00/0.48;medical_bay:1.00/0.44;security:0.40/0.00"
hearthfall_accord,adaptors,speed,first-choice,50,24,26,0,0,0,0.8937,1.0000,2218,491,0.1888,0,0.4077,0.4490,0.5468,0.4860,547.48,98,4402,3544,2191,3899,851,598,0,1005,1651,10,10,31170.86,89.40,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.47/0.40;education_culture:0.42/0.18;engineering_bay:0.00/0.35;life_support_habitat:1.00/0.30;medical_bay:0.07/0.00;security:0.27/0.00"
hearthfall_accord,adaptors,speed,objective-first,50,46,4,0,0,0,0.9632,1.0000,3950,8343,0.3698,24,0.4469,0.4490,0.4634,0.3818,221.04,0,4497,3586,2901,3640,685,599,0,307,0,0,0,58358.64,96.30,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.00;education_culture:1.00/0.90;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.33;medical_bay:1.00/0.54;security:0.29/0.00"
hearthfall_accord,adaptors,starter,conservative,50,46,4,0,0,0,0.9463,1.0000,7180,10621,0.4474,0,0.5420,0.6515,0.5978,0.5577,325.92,0,3658,3764,3031,0,4240,580,0,2362,2238,0,0,31440.84,94.68,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.64/0.48;education_culture:1.00/0.85;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.35;medical_bay:1.00/0.27;security:0.21/0.00"
hearthfall_accord,adaptors,starter,first-choice,50,22,28,0,0,0,0.8884,1.0000,609,0,0.1907,0,0.1970,0.3940,0.5468,0.5019,578.16,99,4265,3639,2190,3809,805,593,0,805,1530,14,14,31467.48,88.94,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.51/0.32;education_culture:0.25/0.00;engineering_bay:0.14/0.10;life_support_habitat:1.00/0.37;medical_bay:0.38/0.00;security:0.46/0.00"
hearthfall_accord,adaptors,starter,objective-first,50,46,4,0,0,0,0.9651,1.0000,9670,7186,0.3698,0,0.4258,0.4315,0.5470,0.4286,218.36,0,4473,3517,2943,3645,686,586,0,305,0,0,0,57138.84,96.46,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.00;education_culture:1.00/0.90;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.33;medical_bay:1.00/0.54;security:0.29/0.00"
hearthfall_accord,preservers,cargo,conservative,50,42,8,0,0,0,0.9370,1.0000,3530,10657,0.3860,0,0.5324,0.5770,0.6278,0.5484,367.52,0,3691,3703,3176,0,4175,588,0,2366,1797,0,0,31649.76,93.70,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.71/0.58;education_culture:1.00/0.89;engineering_bay:0.61/0.25;life_support_habitat:1.00/0.48;medical_bay:1.00/0.27;security:0.47/0.00"
hearthfall_accord,preservers,cargo,first-choice,50,20,29,1,0,0,0.8830,1.0000,907,12,0.3017,0,0.3297,0.4060,0.4785,0.4454,587.72,100,4355,3662,2210,3914,806,580,0,852,1037,9,9,31499.60,88.32,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.42/0.26;education_culture:0.34/0.00;engineering_bay:0.00/0.35;life_support_habitat:1.00/0.32;medical_bay:0.01/0.00;security:0.52/0.00"
hearthfall_accord,preservers,cargo,objective-first,50,43,7,0,0,0,0.9660,1.0000,3530,3927,0.3076,40,0.4469,0.4490,0.5764,0.3748,204.54,0,4592,3548,3006,3795,652,582,0,313,0,0,0,51005.16,96.56,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.00;education_culture:1.00/0.80;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.68;medical_bay:1.00/0.27;security:0.00/0.00"
hearthfall_accord,preservers,combat,conservative,50,40,10,0,0,0,0.9364,1.0000,2530,10562,0.3817,0,0.6046,0.6710,0.6138,0.5484,370.10,0,3698,3763,3213,0,4090,573,0,2400,1664,0,0,31535.16,93.62,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.53/0.10;education_culture:1.00/0.88;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.38;medical_bay:1.00/0.37;security:0.17/0.30"
hearthfall_accord,preservers,combat,first-choice,50,21,28,1,0,0,0.8840,1.0000,507,11,0.3017,0,0.3786,0.4135,0.4971,0.4454,581.96,97,4303,3655,2224,3956,789,579,0,790,982,11,11,31382.52,88.42,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.46/0.45;education_culture:0.47/0.19;engineering_bay:0.18/0.00;life_support_habitat:1.00/0.25;medical_bay:0.48/0.00;security:0.00/0.00"
hearthfall_accord,preservers,combat,objective-first,50,43,7,0,0,0,0.9670,1.0000,2530,3927,0.3076,50,0.4469,0.4490,0.5764,0.3748,201.38,0,4574,3534,3034,3779,659,581,0,310,0,0,0,50010.96,96.66,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.00;education_culture:1.00/0.76;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.68;medical_bay:1.00/0.27;security:0.00/0.00"
hearthfall_accord,preservers,fuel,conservative,50,47,3,0,0,0,0.9445,1.0000,6720,11338,0.8554,0,0.4803,0.6560,0.6278,0.5219,330.92,0,3642,3775,3206,0,4065,592,0,2335,1896,0,0,31632.56,94.42,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.45/0.58;education_culture:1.00/0.87;engineering_bay:0.22/0.20;life_support_habitat:1.00/0.35;medical_bay:1.00/0.34;security:0.36/0.00"
hearthfall_accord,preservers,fuel,first-choice,50,21,28,1,0,0,0.8888,1.0000,593,0,0.8500,0,0.3000,0.3995,0.5024,0.4454,562.38,98,4317,3597,2198,3968,797,576,0,822,1128,15,15,31046.78,88.84,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.47/0.34;education_culture:0.30/0.00;engineering_bay:0.00/0.20;life_support_habitat:1.00/0.25;medical_bay:0.37/0.15;security:0.22/0.00"
hearthfall_accord,preservers,fuel,objective-first,50,44,6,0,0,0,0.9590,1.0000,6720,4077,0.8477,24,0.4469,0.4490,0.4274,0.3748,236.84,0,4546,3511,3005,3792,647,591,0,318,0,0,0,52324.16,95.92,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.50/0.00;education_culture:1.00/0.75;engineering_bay:0.32/0.00;life_support_habitat:1.00/0.28;medical_bay:1.00/0.27;security:0.00/0.15"
hearthfall_accord,preservers,speed,conservative,50,48,2,0,0,0,0.9417,1.0000,4148,10496,0.4215,0,0.4429,0.5445,0.6278,0.5484,349.66,0,3606,3659,3168,0,4110,574,0,2469,2462,0,0,31752.76,94.20,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.71/0.58;education_culture:1.00/0.84;engineering_bay:0.68/0.36;life_support_habitat:1.00/0.55;medical_bay:1.00/0.50;security:0.00/0.00"
hearthfall_accord,preservers,speed,first-choice,50,19,30,1,0,0,0.8799,1.0000,1056,196,0.3055,0,0.3200,0.3990,0.0000,0.4454,598.16,99,4383,3599,2216,3939,801,603,0,1100,1700,6,6,31545.56,88.02,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.47/0.49;education_culture:0.31/0.00;engineering_bay:0.00/0.20;life_support_habitat:1.00/0.25;medical_bay:0.37/0.15;security:0.22/0.00"
hearthfall_accord,preservers,speed,objective-first,50,45,5,0,0,0,0.9674,1.0000,4148,3942,0.3076,30,0.4469,0.4490,0.5958,0.3933,194.14,0,4584,3524,3011,3771,636,587,0,315,0,0,0,58748.16,96.70,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.39/0.15;education_culture:1.00/0.71;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.38;medical_bay:1.00/0.57;security:0.39/0.00"
hearthfall_accord,preservers,starter,conservative,50,46,4,0,0,0,0.9440,1.0000,6636,9981,0.5221,0,0.5130,0.6030,0.6278,0.5077,338.16,0,3717,3688,2964,0,4157,595,0,2357,2293,0,0,31598.16,94.40,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.73/0.58;education_culture:1.00/0.90;engineering_bay:0.00/0.15;life_support_habitat:1.00/0.40;medical_bay:1.00/0.24;security:0.17/0.00"
hearthfall_accord,preservers,starter,first-choice,50,20,29,1,0,0,0.8885,1.0000,1020,0,0.2684,0,0.2448,0.4355,0.4068,0.4454,558.78,95,4318,3541,2220,3919,805,586,0,862,1593,17,17,31176.54,88.84,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.20/0.09;education_culture:0.54/0.00;engineering_bay:0.11/0.00;life_support_habitat:1.00/0.63;medical_bay:0.03/0.00;security:0.26/0.00"
hearthfall_accord,preservers,starter,objective-first,50,43,7,0,0,0,0.9601,1.0000,9780,3942,0.3076,1,0.4469,0.4490,0.5840,0.3748,232.40,0,4588,3571,3067,3791,631,585,0,311,0,0,0,57025.16,95.96,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.48/0.00;education_culture:1.00/0.87;engineering_bay:0.00/0.35;life_support_habitat:1.00/0.38;medical_bay:1.00/0.27;security:0.30/0.00"
hearthfall_accord,wanderers,cargo,conservative,50,43,7,0,0,0,0.9362,1.0000,3635,8033,0.2742,0,0.5073,0.6145,0.5978,0.5620,369.00,0,3753,3698,3032,0,4187,599,0,2349,1707,0,0,31415.46,93.68,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.73/0.60;education_culture:1.00/0.87;engineering_bay:0.64/0.30;life_support_habitat:1.00/0.43;medical_bay:1.00/0.37;security:0.40/0.00"
hearthfall_accord,wanderers,cargo,first-choice,50,16,34,0,0,0,0.8728,1.0000,305,0,0.2102,0,0.2793,0.4215,0.3428,0.4826,644.96,100,4417,3621,2160,3878,811,604,0,915,1240,12,12,31000.36,87.26,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.47/0.34;education_culture:0.32/0.00;engineering_bay:0.30/0.00;life_support_habitat:1.00/0.47;medical_bay:0.17/0.00;security:0.00/0.00"
hearthfall_accord,wanderers,cargo,objective-first,50,42,8,0,0,0,0.9483,1.0000,3635,7177,0.2802,0,0.3879,0.4365,0.5782,0.5605,306.04,0,4583,3554,2888,3814,661,570,0,308,0,0,0,51154.06,94.86,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.45/0.30;education_culture:1.00/0.86;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.48;medical_bay:1.00/0.57;security:0.00/0.00"
hearthfall_accord,wanderers,combat,conservative,50,38,12,0,0,0,0.9301,1.0000,2635,9466,0.2742,0,0.5502,0.6430,0.5840,0.5620,398.98,0,3741,3736,3041,0,4125,601,0,2387,1653,0,0,31569.66,93.06,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.74/0.65;education_culture:1.00/0.82;engineering_bay:0.63/0.30;life_support_habitat:1.00/0.45;medical_bay:1.00/0.30;security:0.41/0.00"
hearthfall_accord,wanderers,combat,first-choice,50,14,36,0,0,0,0.8712,1.0000,1976,317,0.2099,0,0.4406,0.4290,0.5240,0.4726,648.04,99,4401,3605,2155,3935,829,595,0,919,1386,8,8,31243.76,87.12,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.16;education_culture:0.18/0.03;engineering_bay:0.10/0.05;life_support_habitat:1.00/0.36;medical_bay:0.02/0.00;security:0.00/0.00"
hearthfall_accord,wanderers,combat,objective-first,50,43,7,0,0,0,0.9478,1.0000,2635,7177,0.2802,0,0.3879,0.4365,0.5782,0.5605,306.10,0,4606,3550,2865,3833,646,568,0,309,0,0,0,50423.66,94.80,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.45/0.30;education_culture:1.00/0.86;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.48;medical_bay:1.00/0.57;security:0.00/0.00"
hearthfall_accord,wanderers,fuel,conservative,50,38,12,0,0,0,0.9304,1.0000,6880,9923,0.8613,0,0.5003,0.5940,0.5978,0.5218,394.60,0,3762,3668,3050,0,4137,597,0,2350,1783,0,0,31473.06,93.08,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.71/0.48;education_culture:1.00/0.64;engineering_bay:0.53/0.00;life_support_habitat:1.00/0.49;medical_bay:1.00/0.34;security:0.58/0.00"
hearthfall_accord,wanderers,fuel,first-choice,50,13,37,0,0,0,0.8677,1.0000,313,0,0.8500,0,0.2440,0.4335,0.5575,0.5176,664.92,99,4436,3620,2131,3912,801,587,0,852,1330,8,8,31203.32,86.78,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.27;education_culture:0.42/0.07;engineering_bay:0.00/0.07;life_support_habitat:1.00/0.70;medical_bay:0.31/0.00;security:0.16/0.00"
hearthfall_accord,wanderers,fuel,objective-first,50,41,9,0,0,0,0.9475,1.0000,6880,7648,0.8612,12,0.4469,0.4490,0.5978,0.5605,306.98,0,4574,3530,2869,3836,668,570,0,273,0,0,0,52140.46,94.76,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.45/0.30;education_culture:1.00/0.86;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.48;medical_bay:1.00/0.57;security:0.00/0.00"
hearthfall_accord,wanderers,speed,conservative,50,40,10,0,0,0,0.9385,1.0000,4150,10477,0.2746,0,0.4133,0.5305,0.5978,0.5469,361.80,0,3625,3720,2895,0,4270,579,0,2567,2380,0,0,31615.06,93.90,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.73/0.58;education_culture:1.00/0.90;engineering_bay:0.70/0.35;life_support_habitat:1.00/0.57;medical_bay:1.00/0.27;security:0.39/0.00"
hearthfall_accord,wanderers,speed,first-choice,50,15,35,0,0,0,0.8740,1.0000,2707,570,0.2102,0,0.2913,0.4350,0.2784,0.4088,639.32,99,4430,3624,2144,3895,859,581,0,1072,1949,6,6,31452.22,87.32,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.48/0.32;education_culture:0.39/0.04;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.42;medical_bay:0.20/0.00;security:0.51/0.00"
hearthfall_accord,wanderers,speed,objective-first,50,44,6,0,0,0,0.9568,1.0000,4150,7691,0.2802,0,0.3879,0.4490,0.5174,0.5435,261.32,0,4498,3540,2804,3796,684,569,0,305,0,0,0,58327.46,95.70,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.00/0.00;education_culture:1.00/0.78;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.43;medical_bay:1.00/0.57;security:0.43/0.00"
hearthfall_accord,wanderers,starter,conservative,50,42,8,0,0,0,0.9359,1.0000,6412,10114,0.4047,0,0.5068,0.6555,0.5978,0.5376,371.90,0,3608,3638,3112,0,4208,610,0,2410,2277,0,0,31535.66,93.64,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.72/0.58;education_culture:1.00/0.74;engineering_bay:0.54/0.10;life_support_habitat:1.00/0.38;medical_bay:1.00/0.54;security:0.64/0.00"
hearthfall_accord,wanderers,starter,first-choice,50,21,29,0,0,0,0.8838,1.0000,0,22,0.2861,0,0.0964,0.3290,0.0488,0.5019,591.22,97,4438,3604,2126,3791,807,589,0,954,1842,8,8,31068.80,88.32,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.42/0.28;education_culture:0.24/0.12;engineering_bay:0.24/0.05;life_support_habitat:1.00/0.46;medical_bay:0.03/0.00;security:0.29/0.00"
hearthfall_accord,wanderers,starter,objective-first,50,43,7,0,0,0,0.9493,1.0000,9885,6412,0.2802,0,0.3879,0.4490,0.4974,0.5540,297.74,0,4542,3518,2883,3838,663,558,0,298,0,0,0,57764.46,94.96,460.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.36/0.00;education_culture:1.00/0.78;engineering_bay:0.00/0.00;life_support_habitat:1.00/0.43;medical_bay:1.00/0.27;security:0.44/0.00"
hollow_fleet,adaptors,cargo,conservative,50,25,25,0,0,0,0.8996,0.9999,3526,10685,0.0012,2,0.6972,0.6990,0.0143,0.3871,371.96,0,3383,2214,1668,0,2599,376,0,1567,1180,0,0,12206.76,90.02,310.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.74/0.40;education_culture:1.00/0.85;engineering_bay:0.70/0.25;life_support_habitat:1.00/0.58;medical_bay:1.00/0.52;security:0.65/0.00"
hollow_fleet,adaptors,cargo,first-choice,50,8,24,18,0,0,0.8017,0.9970,2917,618,0.0781,65,0.4474,0.4950,0.0000,0.4215,638.70,95,3689,2299,1305,2554,517,403,0,599,847,3,3,12104.40,80.20,310.00,"agriculture:1.00/0.70;education_culture:1.00/0.70;engineering_bay:1.00/0.70;life_support_habitat:1.00/0.70;medical_bay:1.00/0.70;security:1.00/0.70","agriculture:0.49/0.40;education_culture:0.75/0.43;engineering_bay:0.39/0.60;life_support_habitat:1.00/0.63;medical_bay:0.45/0.00;security:0.49/0.00"
